Title,Brand,Price,Discount,Stock Status,Rating,Social Proof,URL
"Tim Holtz Ranger Distress Oxide Ink Bundle - Four 3"" x 3"" Pads (W - Washed Out : Old Paper, Frayed Burlap, Iced Spruce, and Hickory Smoke)",,"₹14,330.55","4,538",,Rating not found,,https://www.amazon.in/Tim-Holtz-Ranger-Distress-Bundle/dp/B08DDLDS9J
(Refurbished) Brother DCP-T420W All-in One Ink Tank Refill System Printer with Built-in-Wireless Technology,Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,,,https://www.amazon.in/Refurbished-Brother-DCP-T420W-Wireless-Technology/dp/B0C9X4QN85
Print Star Printer Front Cover Compatible with Canon LBP 2900 with Accurate Fitting,"Visit the store, Print Star    Print Star   Visit the store",Discount not found,534,Stock info not found,Rating not found,,https://www.amazon.in/Print-Star-Printer-Compatible-Accurate/dp/B09SWRVT8H
Verena CCD Scanner Motor Compatible with HP LaserJet Printer LJ M1005 (New Model),"Visit the store, VERENA    VERENA   Visit the store",Discount not found,"1,199",Stock info not found,Rating not found,,https://www.amazon.in/Scanner-Compatible-Laserjet-Printer-M1005/dp/B0BQBC1HB6
"KonicaMinolta bizhub 165en Multi-Functional 16 PPM Scanner/Copier/Network Laser Printer (A3, A4 & A5 Print Size Capabilities Grey, 570 X 531 X 449 mm)",,Discount not found,"20,399",Stock info not found,3.7  3.7 out of 5 stars  (35),,https://www.amazon.in/Minolta-Multi-Functional-Printer-bizhub-PPM-Network/dp/B09CD53R4S
(Refurbished) Brother DCP-L2520D Multi-Function Monochrome Laser Printer with Auto-Duplex Printing,Visit the Amazon Renewed Store,Discount not found,"22,299",Stock info not found,2.7  2.7 out of 5 stars  (5),,https://www.amazon.in/REFURBISHED-Brother-DCP-L2520D-Multi-Function-Auto-Duplex/dp/B07K46S96P
Canon Store Canon Selphy Mobile Compact Photo Printer - (Black),"Visit the store, Canon    Canon   Visit the store",Discount not found,"15,499",Stock info not found,Rating not found,,https://www.amazon.in/Canon-Selphy-Mobile-Compact-Printer/dp/B073YHRPV5
"LabelCreate T02 Portable Pocket Thermal Printer,Small T02 White Sticker Maker Machine Printer with 3 Rolls Paper,Portable Wireless Bluetooth Photo Printer Compatible with iOS & Android,White",,Discount not found,Price not found,Stock info not found,4.2  4.2 out of 5 stars  (165),,https://www.amazon.in/LabelCreate-T02-Printer-Bluetooth-Compatible/dp/B0C6T3WBL3
MFH Disk Encoder Round for USE in Canon G1000 G1010 G2000 G2002 G3000 G3010 G4000 G4010 Printer.,,₹499,149,Only 1 left in stock.,2.0  2.0 out of 5 stars,,https://www.amazon.in/Encoder-Round-Canon-G2000-Printer/dp/B0CGJHJYHV
Epson Workforce DS-770II Color One Pass Duplex A4 Document Scanner/Scan Speed - 45ppm/90ipm / OCR/ADF,Visit the Epson Store,"₹46,999","37,899",In stock,Rating not found,,https://www.amazon.in/Epson-Workforce-DS-770II-Document-Scanner/dp/B0B46K89PL
DYMO Industrial RHINO 5200 Label Maker (1755749),Visit the DYMO Store,"₹34,339.51","25,626",,4.5  4.5 out of 5 stars,,https://www.amazon.in/RhinoPRO-Industrial-Label-Printer-1755749/dp/B002M1DEM6
Pantum Refill Kit,,Discount not found,Price not found,Stock info not found,3.6  3.6 out of 5 stars  (28),,https://www.amazon.in/PANTUM-Pantum-Refill-Kit/dp/B07VB48DLF
"XEROX B235, A4 Mono All in 1",,Discount not found,"19,599",Stock info not found,4.0  4.0 out of 5 stars  (197),,https://www.amazon.in/Xerox-B235-A4-Mono-All/dp/B099X6TK1B
Canon SELPHY CP1300 Wireless Photo Printer (White),"Visit the store, Canon    Canon   Visit the store",Discount not found,"13,499",Stock info not found,Rating not found,,https://www.amazon.in/Canon-SELPHY-CP1300-Wireless-Printer/dp/B073YGJ636
PGSA2Z 4mm 40-135mm Universal Mix Cassette Rubber Drive Flat Belt for Tape Machine (Pack of 10),"Visit the store, PGSA2Z    PGSA2Z   Visit the store",₹700,390,In stock,Rating not found,,https://www.amazon.in/PGSA2Z-40-135mm-Universal-Cassette-Machine/dp/B0B5TDTCFD
(Refurbished) Brother DCP-L2541DW Multi-Function Wireless Monochrome Laser Printer with Network & Auto Duplex Printing,Visit the Amazon Renewed Store,Discount not found,"13,249",Stock info not found,5.0  5.0 out of 5 stars  (2),,https://www.amazon.in/REFURBISHED-Brother-DCP-L2541DW-Multi-Function-Monochrome/dp/B07J4SZRK5
Epson FX-890II Dot Matrix Printer - Monochrome - 9-pin - 738 Mono - USB - Parallel - Ethernet,Visit the Epson Store,"₹30,000","23,500",In stock,3.8  3.8 out of 5 stars  (7),,https://www.amazon.in/Epson-FX-890II-Dot-Matrix-Printer/dp/B077BT426T
Dotpot 18x18 Teeth Fixing Black Gear for USE in KONICA MINOLTA BIZHUB 164 184 165 7718 Copier,"Visit the store, Dotpot    Dotpot   Visit the store","₹1,299",319,In stock,Rating not found,,https://www.amazon.in/Dotpot-Fixing-KONICA-MINOLTA-BIZHUB/dp/B09PL7N4VM
Evolis RCT023NAA printer ribbon,,Discount not found,"5,899",In stock,4.3  4.3 out of 5 stars  (31),,https://www.amazon.in/Evolis-RCT023NAA-Colour-ribbon-blackmonochrome/dp/B00ILC10X0
INKSTON 12.7mm Handheld Thermal Inkjet Printer (TIJ Printer with Cartridge),,Discount not found,"15,199",Stock info not found,3.5  3.5 out of 5 stars  (6),,https://www.amazon.in/INKSTON-Handheld-Thermal-Printer-Cartridge/dp/B0CDCP7G32
"HP Laserjet 3104fdn Duplex Printer: Print, Copy, Scan, High Speed USB, Ethernet, Fast Printing Upto 33ppm, Easy and Secure Setup",Visit the HP Store,"₹37,842","33,849",In stock,Rating not found,,https://www.amazon.in/HP-Laserjet-3104fdn-Duplex-Printer/dp/B0BN37R5N2
Epson LQ-50 Dot Matrix Printer,Visit the Epson Store,Discount not found,"4,989",Stock info not found,4.1  4.1 out of 5 stars  (9),,https://www.amazon.in/Epson-Serial-Impact-Matrix-Printer/dp/B07GF6S2CX
"Canon PIXMA E4570 All in One (Print, Scan, Copy) WiFi Ink Efficient Colour Printer with FAX and Auto","Visit the store, Canon    Canon   Visit the store",Discount not found,"5,899",Stock info not found,Rating not found,,https://www.amazon.in/Canon-Efficient-Printing-Compatible-Cartridge/dp/B0BC14LPMK
"Canon imageCLASS MF643CDW Multi Function Laser Colour Printer, White/Black",Visit the Canon Store,Discount not found,Price not found,Stock info not found,4.7  4.7 out of 5 stars,,https://www.amazon.in/Canon-ImageClass-MF643CDW-Colour-Printer/dp/B07XT6PJ4G
"HP Laserjet Tank MFP 1005W,Wireless,Print,Copy,Scan,Hi-Speed USB 2.0,Bluetooth Monochrome Laser Prin",Visit the HP Store,Discount not found,Price not found,Stock info not found,4.0  4.0 out of 5 stars  (1),,https://www.amazon.in/HP-Laserjet-Tank-1005w-Printer/dp/B0BC149WF8
"Kosh Laserjet 1018, 1020, 1020Plus Input Paper Tray Printer Cover",,"₹1,199",475,In stock,4.0  4.0 out of 5 stars  (1),,https://www.amazon.in/Laserjet-1018-1020-1020Plus-Printer/dp/B09TXX44QR
"ATN OTS-XLT Compact Lightweight Thermal Viewer, 2-8x",,Discount not found,"4,500",Stock info not found,4.0  4.0 out of 5 stars  (122),,https://www.amazon.in/ATN-OTS-XLT-2-8x-Thermal-Viewer/dp/B09HGZV9VS
"CPS Encoder Strip and Carriage Belt Combo Pack Compatible for Canon G-Series G1000,G2000,G2010,G3000, G3010, G4000",,Discount not found,"2,599",Stock info not found,1.0  1.0 out of 5 stars  (1),,https://www.amazon.in/CPS-Encoder-Strip-Carriage-Compatible/dp/B09B4V4CN5
FOS LED Driver pF >0.95 for External use with 28W-32W Luminary (White),,Discount not found,Price not found,Stock info not found,1.0  1.0 out of 5 stars,,https://www.amazon.in/FOS-Driver-28-32W-0-95-External/dp/B07MKS7419
"(Refurbished) Brother DCP-T525W - Wi-Fi Color Ink Tank Multifunction (Print, Scan & Copy) All in One Printer for Home & Office",Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,2.4  2.4 out of 5 stars  (3),,https://www.amazon.in/Renewed-Brother-DCP-T525W-Multifunction-Printer/dp/B0BHDQB1H1
"HP Laserjet 108W Single Function Monochrome Wi-Fi, USB Laser Printers for Home/Office, Compact Desig",Visit the HP Store,Discount not found,Price not found,Stock info not found,5.0  5.0 out of 5 stars,,https://www.amazon.in/HP-Laserjet-Function-Monochrome-Printing/dp/B0BK8N5QZ9
Epson Label Writer LW-1000P,Visit the Epson Store,Discount not found,"25,499",Stock info not found,3.7  3.7 out of 5 stars  (7),,https://www.amazon.in/Epson-Writer-LW-1000P-Matrix-Printer/dp/B0793LPRC6
Fujifilm Instax Mini Link 2 Smartphone Printer - Clay White,Visit the Fujifilm Store,"₹28,364","21,010",,"4.8  4.8 out of 5 stars  (1,445)",,https://www.amazon.in/Fujifilm-Instax-Mini-Smartphone-Printer/dp/B0B1NF5NBN
Canon PIXMA G2021 All-in-One Ink Tank Colour Printer (Black) with 1 Additional Black Ink Bottle,"Visit the store, Canon    Canon   Visit the store",Discount not found,"13,499",Stock info not found,Rating not found,,https://www.amazon.in/Canon-G2021-Colour-Printer-Additional/dp/B08VTCCX8P
King Online Laserjet/PHOTOCOPIER Grease for All Laser Printers,,Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Online-Laserjet-PHOTOCOPIER-Grease-Printers/dp/B0CGTX7HGX
Technobits Scanner Cable for HP Laserjet Printer M1005-MFP (Pack of 1),,Discount not found,Price not found,Stock info not found,3.0  3.0 out of 5 stars  (2),,https://www.amazon.in/Technobits-Scanner-Laserjet-Printer-M1005-MFP/dp/B09PGJRBXW
"Epson M1140 Monochrome InkTank Printer with Auto Duplex, Black, Medium",Visit the Epson Store,Discount not found,"25,499",Stock info not found,3.2  3.2 out of 5 stars  (9),,https://www.amazon.in/Epson-EcoTank-Monochrome-InkTank-Printer/dp/B083GX6JWY
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
DARAHS USB 2.0 Type A Male to B Male 5 m Printer Scanner Cable (Color May Very),"Visit the store, DARAHS    DARAHS   Visit the store",Discount not found,359,Stock info not found,Rating not found,,https://www.amazon.in/Meter-Printer-Scanner-Cable-CABLES/dp/B0716NZM4V
Dotpot| CCD Scanner Bracket with Gear (Old Type) for USE in HP M1005 MFP-1120 CM1312 1015 1017 Printers|,"Visit the store, Dotpot    Dotpot   Visit the store",Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Dotpot-Scanner-Bracket-MFP-1120-Printers/dp/B09PTGYN76
New Trailing Cable for HP DesignJet 500 500PS 800 800PS C7770-60147 C7770-60274 42,,"₹3,499","2,494",,5.0  5.0 out of 5 stars  (1),,https://www.amazon.in/Trailing-Cable-DesignJet-C7770-60147-C7770-60274/dp/B00GPZRMYG
"Xerox B315, A4 Mono All in 1",,Discount not found,"11,999",Stock info not found,2.8  2.8 out of 5 stars  (5),,https://www.amazon.in/Xerox-B315-A4-Mono-All/dp/B09S9TT72G
Pantum M6518NW Monochrome Laser Multifunction | Black,,Discount not found,"19,499",Stock info not found,3.7  3.7 out of 5 stars  (10),,https://www.amazon.in/Pantum-M6518NW-Monochrome-Laser-Multifunction/dp/B09MRSC8R2
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
"Genuine ( Sonico ) PVC ID Card Tray for Inkjet Printers for 800, L805, L810 and L850 Printer and 5 Blank Cards - Pack of 1 Tray",,₹699,300,In stock,3.0  3.0 out of 5 stars  (1),,https://www.amazon.in/Genuine-Sonico-id-card-traygenuine/dp/B01H3UP53G
"Image Print 05A / CE505A Compatible for HP Laserjet P2032, P2035, P2035n, P2055, P2055d, P2055dn, P2055x (Pack of 1)",,"₹1,499",649,In stock,Rating not found,,https://www.amazon.in/Image-Print-05A-Compatible-Laserjet/dp/B0BZZ651HS
"Niyama BT-III Wireless Bluetooth Thermal Printer 80 mm (3 inch) | Battery Backup + Chargeable | Android, iOS, Any Bluetooth Devices",,Discount not found,"1,899",Stock info not found,4.1  4.1 out of 5 stars  (34),,https://www.amazon.in/Niyama-Wireless-Bluetooth-Thermal-Chargeable/dp/B09NDQMG2V
"LYLA Print Head Replacement Kit for Brother MFC-J430 / J625 / J925 J5610 Printers | Printers, Scanners & Supplies | Printer & Scanner Parts & Accs",,Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Replacement-MFC-J430-Printers-Scanners-Supplies/dp/B0C8NR896Z
"Canon PIXMA E4570 All in One (Print, Scan, Copy) WiFi Ink Efficient Colour Printer with FAX and Auto","Visit the store, Canon    Canon   Visit the store",Discount not found,"13,499",Stock info not found,Rating not found,,https://www.amazon.in/Canon-Efficient-Printing-Compatible-Cartridge/dp/B0BBQF1458
PosBox 58mm Portable Thermal Receipt Printer with 1500mAh Rechargeable Battery for Pocket Biller,,"₹4,999","2,599",In stock,5.0  5.0 out of 5 stars  (1),,https://www.amazon.in/PosBox-Portable-Thermal-Receipt-Rechargeable/dp/B0BSVHJNJ6
TVS ELECTRONICS RP 3220 Star Thermal Receipt|3 inch / 80 mm Paper Width | USB & Ethernet | Auto Cutter |2 MB Flash Memory |180 DPI High Resolution Printing,"Visit the store, TVS ELECTRONICS    TVS ELECTRONICS   Visit the store","₹14,995","14,299",Only 2 left in stock.,Rating not found,,https://www.amazon.in/TVS-Electronics-Thermal-Receipt-Printer/dp/B08B4VBW7D
"(Refurbished) HP Smart Tank 529 All-in-one Colour Printer (Upto 6000 Black and 6000 Colour Pages Included in The Box). - Print, Scan & Copy for Office/Home",Visit the Amazon Renewed Store,Discount not found,"11,499",Stock info not found,4.1  4.1 out of 5 stars  (5),,https://www.amazon.in/Refurbished-HP-Colour-Printer-Included/dp/B0BZSDQP8P
Xerox 3020 | 20 PPM | Monochrome Laser Printer | Wi-Fi | Hi-Speed USB 2.0 | 150-sheet Input Tray | 1-Year Warranty | Single Function Printer,,"₹21,215","11,999",In stock,3.7  3.7 out of 5 stars  (317),,https://www.amazon.in/Xerox-Monochrome-150-sheet-Geography-Dependent/dp/B00QMIUJFU
HP Ink Tank 316 All-in-one Colour Printer with Upto 7500 Black and 8000 Colour Pages Included in The,Visit the HP Store,Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/HP-Capacity-Laserjet-Monochrome-Connectivity/dp/B0BBMC8W38
"HP Laser MFP 138fnw, Wireless, Print, Copy, Scan, Fax, 40-Sheet ADF, Ethernet, Hi-Speed USB 2.0, Up",Visit the HP Store,Discount not found,"22,299",Stock info not found,3.5  3.5 out of 5 stars  (3),,https://www.amazon.in/HP-Wireless-40-Sheet-Ethernet-Hi-Speed/dp/B08KHH35X2
"Print Star Motor Drive Gear Compatible with HP Laserjet HP Laserjet 1020, 1010, 1020+, M1005 and Canon LBP 2900B & LBP3000 Printers (Pack of 3)","Visit the store, Print Star    Print Star   Visit the store",₹599,299,In stock,Rating not found,,https://www.amazon.in/Print-Star-Compatible-Laserjet-Printers/dp/B09W9JCJ18
Dotpot Paper Pickup Roller for HP LaserJet-101810201020PlusM1005mfpCanon LBP-2900B A One Quality,Visit the Dotpot Store,₹999,299,In stock,3.0  3.0 out of 5 stars,,https://www.amazon.in/Dotpot-LaserJet-1018-1020Plus-M1005mfp-LBP-2900B/dp/B09LV6NJXD
Epson POS Tm-m30 II 422 USB and lan Port thermal Printer,Visit the Epson Store,"₹20,999","14,150",In stock,4.1  4.1 out of 5 stars  (39),,https://www.amazon.in/Epson-Tm-M30Ii-Thermal-Autocutter-Ethernet/dp/B0965K63LH
"MOREL Motor Brass Pulley/Motor Gear Compatible for Laserjet 1010, 1012, 1015, 1018, 1020, 3015, 3020, 3030, M1005, LBP2900, LBP3000 Printers (Pack of 5)",,₹500,249,In stock,3.0  3.0 out of 5 stars,,https://www.amazon.in/MOREL-Compatible-Laserjet-LBP2900-Printers/dp/B09FT5Q98Y
"Impact POS+ Portable Thermal Printer with High-Speed Printing, 80mm (3 Inch) Android, iOS, Any Bluetooth Devices",,Discount not found,"1,598",Stock info not found,Rating not found,,https://www.amazon.in/Impact-Portable-High-Speed-Printing-Bluetooth/dp/B0CBKJWM6G
HP 932XL-933XL 4 Pack Set- Black and Color Inkjet Set 1 HP 932XL Black CB053AN,Visit the HP Store,Discount not found,"12,682",,4.5  4.5 out of 5 stars,,https://www.amazon.in/HP-932XL-933XL-Black-Inkjet-CB053AN/dp/B00FSBC9VO
Numex Printing Machine Ink Pad (Model No 253) (Pack of 10),,₹250,213,In stock,3.0  3.0 out of 5 stars  (7),,https://www.amazon.in/Numex-Printing-Machine-Model-Pack/dp/B07YWCD33K
"(Refurbished) Canon PIXMA G3770 BK All-in-one (Print, Scan, Copy) WiFi Inktank Colour Printer (Black 6000 Prints and Colour 7700 Prints) for Home and Office",Visit the Amazon Renewed Store,Discount not found,Price not found,Stock info not found,5.0  5.0 out of 5 stars,,https://www.amazon.in/Refurbished-Canon-Inktank-Colour-Printer/dp/B0C5QZPPXW
"HP Color Laser 178nw All-in-One Wireless Color Laser Print, Scan & Copy with Built-in Ethernet and Wi-fi Direct, Smallest Color Laser in its Class",Visit the HP Store,"₹46,769","46,490",In stock,3.2  3.2 out of 5 stars  (17),,https://www.amazon.in/HP-178nw-Wireless-Ethernet-Smallest/dp/B08YZ28LQX
"Print Star Double Drive Gear Compatible with HP Laserjet HP Laserjet 1020, 1010, 1020+, M1005 and Canon LBP 2900B & LBP3000 Printers (Pack of 03)","Visit the store, Print Star    Print Star   Visit the store",₹599,299,In stock,Rating not found,,https://www.amazon.in/Print-Star-Compatible-Laserjet-Printers/dp/B09W9J16R1
(Refurbished) HP 419 All-in-One Wireless Ink Tank Color Printer (Black),Visit the Amazon Renewed Store,Discount not found,499,Stock info not found,2.1  2.1 out of 5 stars  (20),,https://www.amazon.in/Renewed-HP-Wireless-Color-Printer/dp/B083RDTFBL
"Ranger Tim Holtz Distress Ink Pad - Shaded Lilac, 3in x 3in, 1pc",,Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Ranger-Tim-Holtz-Distress-Ink/dp/B07TS2SFD4
DARAHS USB 2.0 Type A Male to B Male 3 Meter Printer Scanner Cable(COLOR MAY VERY),"Visit the store, DARAHS    DARAHS   Visit the store",₹799,399,In stock,Rating not found,,https://www.amazon.in/Meter-Printer-Scanner-Cable-CABLES/dp/B072BL6ZBN
Apple Watch 41mm Ink Leather Link - S/M,"Visit the store, Apple    Apple   Visit the store",Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Apple-Watch-41mm-Leather-Link/dp/B0BDJ2HX3J
PROPRINT Scanner Top Cover for Use In Hp M1005 Laserjet Printer with Accurate Fitting (Pack of 1),,₹999,692,In stock,3.1  3.1 out of 5 stars  (9),,https://www.amazon.in/PROPRINT-Top-Cover-Laserjet-Accurate/dp/B0B1ZVKS55
"PrintStar MLT-D105S-Black Toner Cartridge for Samsung ML-1915, ML-1910, ML-2525, ML-2580N, ML-2525W, SCX-4600, SCX-4623F, SCX-4623FN, SF-650, SF-650P Single Color Toner (Black)","Visit the store, Print Star    Print Star   Visit the store","₹2,199",849,In stock,Rating not found,,https://www.amazon.in/PrintStar-MLT-D105S-Black-Cartridge-SCX-4623F-SCX-4623FN/dp/B0786M45M5
"Budhrani By Master Machines Monochrome Wired Handheld Business Inkjet Printers, Mini Smart LED Touch Screen Printer Rechargable USB Portable For Label, Production Date, Barcode Mm-35,Blue","Visit the store, Budhrani    Budhrani   Visit the store","₹19,999","13,989",In stock,Rating not found,,https://www.amazon.in/Budhrani%C2%AE-Machines-Handheld-Rechargable-Production/dp/B0CBWYG78M
(Refurbished) Epson EcoTank L3250 A4 Wi-Fi All-in-One Ink Tank Printer Ink,Visit the Amazon Renewed Store,Discount not found,"19,499",Stock info not found,2.1  2.1 out of 5 stars  (15),,https://www.amazon.in/Renewed-Epson-EcoTank-L3250-Printer/dp/B0BF4LJKKX
Title not found,Brand not found,Discount not found,Price not found,Stock info not found,Rating not found,No social proof available,URL not found
Kyocera FS-1020 Monochrome Multi Function Laser Printer,,Discount not found,"11,999",Stock info not found,3.6  3.6 out of 5 stars  (74),,https://www.amazon.in/Kyocera-FS-1020-Monochrome-Function-Printer/dp/B00G22VRBG
CYSNO BIS Certified 80mm (3 Inches) Direct Thermal Printer CYP-E801 - Monochrome - Desktop - Auto Cutter - Receipt Print POS Printer,Visit the CYSNO Store,Discount not found,Price not found,Stock info not found,3.6  3.6 out of 5 stars  (52),,https://www.amazon.in/CYSNO-Certified-Thermal-Printer-CYP-E801/dp/B07D6FHHNT
TSC TTP 244 PRO Barcode Printer with 5 Nos Label Roll Free,Visit the TSC Store,"₹18,000","14,499",In stock,4.0  4.0 out of 5 stars  (4),,https://www.amazon.in/TSC-TTP-244-PRO-Barcode/dp/B09M8KFK1J
"Canon MAXIFY MegaTank GX7070 All-in-One (with FAX) Wireless Ink Tank (Colour) Business Printer for High Volume Document Printing, White and Black, Standard","Visit the store, Canon    Canon   Visit the store","₹79,000","56,149",Only 1 left in stock.,Rating not found,,https://www.amazon.in/Canon-GX7070-Wireless-Business-Document/dp/B099ZVTDRJ
FASTTOBUY Original Portable Ink Cartridge Replacement 42ml Durable Non-Quick Dry Ink Cartridge for Handheld Inkjet Printer Jet Printer（Black）,,Discount not found,"11,874",Stock info not found,3.8  3.8 out of 5 stars  (7),,https://www.amazon.in/FASTTOBUY-Cartridge-Replacement-Non-Quick-Printer%EF%BC%88Black%EF%BC%89/dp/B0868M9VKM
Lamy Blue Ink 5 Cartridges - 2 Pk,"Visit the store, Lamy    Lamy   Visit the store",Discount not found,660,Only 2 left in stock.,Rating not found,,https://www.amazon.in/Lamy-Blue-Ink-Cartridges-Pk/dp/B009ZHKHKC
Kores Endura 2801 Barcode Label Printer | Direct Thermal + Thermal Transfer Technology | 1 Year Warranty,"Visit the store, Kores    Kores   Visit the store","₹17,490","13,990",In stock,Rating not found,,https://www.amazon.in/Kores-2801-Transfer-Technology-Warranty/dp/B0778K8TWK
"Avant Garde 12.7mm Handheld Industrial Thermal Inkjet Printer with Premium Solvent Cartridge || Print Height Upto 12.7mm (Print MRP, EXP, MFG, Batch Numbers Logos and Barcode)",Visit the Generic Store,"₹25,999","16,999",In stock,4.0  4.0 out of 5 stars,,https://www.amazon.in/Handheld-Black-White-Inkjet-Printer/dp/B09W5GBJWN
"Sanyipace Portable Printer, Mini Pocket Wireless Bluetooth Thermal Printers with 1 Rolls Printing Paper for Android iOS Smartphone, Work Study Photo Label Notes Memo Picture Inkless Printing (Blue)",,Discount not found,"2,199",Stock info not found,3.0  3.0 out of 5 stars  (18),,https://www.amazon.in/Portable-Printer-Wireless-Bluetooth-Smartphone/dp/B097MTTVFY
Laser Scanner Printer Unit for HP Laserjet 1020 Plus Printer,,Discount not found,Price not found,Stock info not found,,,https://www.amazon.in/Laser-Scanner-Printer-Unit-Laserjet/dp/B07N8ZJSVK
"Canboc Case for HP Sprocket, Kodak Step, Lifeprint 2x3 Photo Printers, Rose Gold, Portable, Travel, Outdoor, Unisex",,"₹6,092.34","2,997",,Rating not found,,https://www.amazon.in/Canboc-Carrying-Sprocket-Portable-Lifeprint/dp/B0BN1LWDBY
"Canon PIXMA MegaTank G7070 All-in-One Wireless Ink Tank Color Printer with Network, FAX and ADF (Black)","Visit the store, Canon    Canon   Visit the store","₹45,999","34,770",Only 1 left in stock.,Rating not found,,https://www.amazon.in/Canon-GM7070-Wireless-Printer-Network/dp/B08238B4Y8
Print Star Printer Side Cover Set Compatible with Canon LBP 2900 with Accurate Fitting,"Visit the store, Print Star    Print Star   Visit the store","₹1,199",675,Only 2 left in stock.,Rating not found,,https://www.amazon.in/Print-Star-Printer-Compatible-Accurate/dp/B09SWPJ683
Pantum M6502NW Laser MFP (Black and White),,Discount not found,"19,499",Stock info not found,3.4  3.4 out of 5 stars  (55),,https://www.amazon.in/Pantum-M6502NW-Laserjet-Black-White/dp/B07HKQFDYS
"KOPYBAKE Photo Cake Printer Kit Canon Pixma G3010 All in one Including 25 Icing Sheets and 1 Edible Ink Set (CMYK, 100 ML)",,Discount not found,"16,499",Stock info not found,2.0  2.0 out of 5 stars  (1),,https://www.amazon.in/KOPYBAKE-Printer-Including-Sheets-Edible/dp/B0B19TNPYN
Technobits Teflon Fuser Film Sleeve Compatible for Canon -LBP2900 /L-120 /MF4150/LBP3000/3112/1210 Set of 3,,Discount not found,Price not found,Stock info not found,4.0  4.0 out of 5 stars  (2),,https://www.amazon.in/Technobits-Teflon-Compatible-LBP2900-LBP3000/dp/B09FZFYZH1
Epson EcoTank L3250 A4 Wi-Fi All-in-One Ink Tank Printer Ink,Visit the Epson Store,Discount not found,"13,499",Stock info not found,Rating not found,,https://www.amazon.in/Epson-EcoTank-L3250-Printer-Bottle/dp/B0BBKGTZXC
"Print Star Belt Drive Gear Compatible with HP Laserjet HP Laserjet 1020, 1010, 1020+, M1005 and Canon LBP 2900B & LBP3000 Printers (Pack of 3)","Visit the store, Print Star    Print Star   Visit the store",₹599,299,In stock,Rating not found,,https://www.amazon.in/Print-Star-Compatible-Laserjet-Printers/dp/B09W9HDGMC
"Morel GI790 Multi Color Ink Compatible for Canon G1000, G2000, G3000, G4000 Inkjet Printer",,₹999,269,In stock,4.4  4.4 out of 5 stars  (2),,https://www.amazon.in/MOREL-Compatible-Inkjet-Printer-Multicolour/dp/B0789B1CT2
Pegasus PR5821 58mm 2 Inch USB Thermal Receipt Printer for Retail and Restaurant,"Visit the store, Pegasus    Pegasus   Visit the store",Discount not found,"6,649",Stock info not found,Rating not found,,https://www.amazon.in/Pegasus-PR5821-Thermal-Receipt-Printer/dp/B076CJ4N1V
DESMAT88A,,"₹1,299",549,Only 1 left in stock.,3.8  3.8 out of 5 stars  (16),,https://www.amazon.in/Desmat-DESMAT88A-Toner-Cartidge-Black/dp/B00KG3AKE2
"Print Star Motor Gear Pulley Compatible with HP Laserjet HP Laserjet 1020, 1010, 1020+, M1005 and Canon LBP 2900 Printers (Pack of 10)","Visit the store, Print Star    Print Star   Visit the store",Discount not found,Price not found,Stock info not found,Rating not found,,https://www.amazon.in/Print-Star-Compatible-Laserjet-Printers/dp/B09W9GX9PG
(Refurbished) HP 415 All-in-One Ink Tank Wireless Color Printer (Black),Visit the Amazon Renewed Store,Discount not found,"13,499",Stock info not found,3.6  3.6 out of 5 stars  (8),,https://www.amazon.in/Renewed-HP-Wireless-Color-Printer/dp/B083QQF2MS
Xerox Work Centre 3025V_BI Multi-Function Wireless Printer,,Discount not found,"11,999",Stock info not found,3.0  3.0 out of 5 stars  (97),,https://www.amazon.in/Xerox-3025V_BI-Multi-Function-Wireless-Printer/dp/B018U40PRA
PANTUM M6518 Multifunction Mono Printer,,Discount not found,Price not found,Stock info not found,3.1  3.1 out of 5 stars,,https://www.amazon.in/PANTUM-M6518-Multifunction-Mono-Printer/dp/B09VDGWJNN
Fino Wireless mPOS Device,,Discount not found,"5,599",Stock info not found,2.3  2.3 out of 5 stars  (8),,https://www.amazon.in/Fino-Payments-Bank-D180-Wireless/dp/B086LD3H9H
"LOVEDAY 100pc 5.1"" Square Rectangle Foam Cleaning Swab Sticks For Solvent Format Inkjet Printer Roland Optical Equipment",,"₹4,982.18",259,,4.1  4.1 out of 5 stars  (6),,https://www.amazon.in/LOVEDAY-Rectangle-Cleaning-Solvent-Equipment/dp/B01HQAU7F4
"Ranger Tim Holtz Distress Ink Pad - Scattered Straw, 3in x 3in, 1pc",,Discount not found,Price not found,Stock info not found,5.0  5.0 out of 5 stars  (1),,https://www.amazon.in/Ranger-Tim-Holtz-Distress-Ink/dp/B07TV4LYG8
